,File Name,Detection,Disposition,Type Event,Severity,SHA256,Hostname,File path
44,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
45,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
46,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
47,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
48,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
49,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
50,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
51,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
52,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
53,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
54,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
55,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
56,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
57,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
58,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
59,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
60,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
61,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
62,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
63,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
64,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
65,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
66,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
67,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
68,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
69,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
70,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
71,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
72,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
73,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
74,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
75,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
76,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
77,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
78,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
79,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
80,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
81,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
82,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
83,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
84,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
85,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
86,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
87,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
88,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
89,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
90,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
91,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
92,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
93,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
94,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
95,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
96,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
97,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
98,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
99,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
100,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
101,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
102,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
103,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
104,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
105,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
106,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
107,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
108,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
109,rjtsbks.exe,W32.File.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,\\?\C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
110,rjtsbks.exe,W32.DFC.MalParent,Malicious,Threat Detected,Medium,3372c1edab46837f1e973164fa2d726c5c5e17bcb888828ccd7c4dfcc234a370,Demo_TeslaCrypt,C:\Users\Administrator\AppData\Roaming\rjtsbks.exe
